id_punto,alcaldia,latitud,longitud,diagnostico
DS-0442,Cuauhtémoc,19.127606496220547,-99.01140858557282,ok
DS-0443,Cuauhtémoc,19.41731054596758,-99.27820317106156,ok
DS-0444,Benito Juárez,19.14652074543445,-99.184572827476,ok
DS-0446,Azcapotzalco,19.40495234864065,-99.2518964107907,signo_longitud
DS-0447,Tlalpan,19.54010239244934,-99.0659019194656,ok
DS-0448,Gustavo A. Madero,19.35577180298853,-99.00946614023913,coordenadas_invertidas
DS-0449,Tlalpan,19.077250157495648,-99.00016994405776,coordenadas_invertidas
DS-0451,Azcapotzalco,19.071175275790083,-99.13765984228488,ok
DS-0452,Azcapotzalco,19.49207285568341,-99.25063743845374,ok
DS-0453,Cuauhtémoc,19.40478914255031,-99.25208139937992,signo_longitud
DS-0454,Álvaro Obregón,19.13656392321125,-99.28549837485924,ok
DS-0455,Azcapotzalco,19.0958605029121,-98.973992395677,signo_longitud
DS-0456,Álvaro Obregón,19.14176661444016,-98.99480446855776,ok
DS-0457,Azcapotzalco,19.540013589777097,-99.03905651466891,ok
DS-0459,Álvaro Obregón,19.442040474170703,-99.15375683379526,ok
DS-0460,Cuauhtémoc,19.36820417105389,-99.138101733527,ok
DS-0461,Coyoacán,19.33620657497932,-99.13537279456916,ok
DS-0463,Álvaro Obregón,19.52301222677905,-99.29729806684315,ok
DS-0464,Iztapalapa,19.20067131625736,-99.29973445885258,ok
DS-0465,Álvaro Obregón,19.33900860790377,-98.96910011366172,ok
DS-0467,Coyoacán,19.374616577622657,-98.96871779003791,ok
DS-0468,Gustavo A. Madero,19.52029720484776,-99.28456924891596,ok
DS-0470,Benito Juárez,19.304176369223477,-99.2669130986594,ok
DS-0471,Azcapotzalco,19.252017195370385,-99.24872615754936,ok
DS-0472,Cuauhtémoc,19.28708436474131,-99.33797816849552,ok
DS-0473,Álvaro Obregón,19.109608763098876,-99.3024186757039,coordenadas_invertidas
DS-0474,Benito Juárez,19.117047304936385,-98.98326063694832,ok
DS-0475,Miguel Hidalgo,19.18903777289063,-99.22138680340709,ok
DS-0477,Iztapalapa,19.263951606840678,-99.1639943472043,signo_longitud
DS-0478,Miguel Hidalgo,19.355493773518315,-99.18981950190188,ok
DS-0479,Cuauhtémoc,19.367314558709133,-99.13724556346158,ok
DS-0480,Miguel Hidalgo,19.255905448292783,-99.27510442215386,ok
DS-0481,Gustavo A. Madero,19.25439155471435,-98.95455844059217,coordenadas_invertidas
DS-0482,Azcapotzalco,19.15881426334848,-99.02267685251846,ok
DS-0483,Miguel Hidalgo,19.344153124204503,-99.0533541469074,ok
DS-0484,Coyoacán,19.20852045565862,-99.16249628119442,coordenadas_invertidas
DS-0486,Coyoacán,19.25920002207843,-98.98173365669058,ok
DS-0487,Benito Juárez,19.287066337545085,-99.2134451730473,ok
DS-0488,Cuauhtémoc,19.162796434102106,-99.32995732412122,ok
DS-0489,Iztapalapa,19.33622896656106,-99.21303852927576,ok
DS-0490,Coyoacán,19.33288595021596,-99.03221718780163,ok
DS-0491,Coyoacán,19.401001090555187,-99.10091650200472,ok
DS-0492,Benito Juárez,19.373974241100605,-99.04966456610204,ok
DS-0493,Venustiano Carranza,19.37621652826052,-99.03254584645504,ok
DS-0496,Benito Juárez,19.32457219179984,-99.17480415883183,ok
DS-0497,Azcapotzalco,19.265709097589944,-99.09439454029432,ok
DS-0498,Azcapotzalco,19.36300624047053,-99.3490764909653,ok
DS-0500,Venustiano Carranza,19.30636962230338,-99.23764144561432,ok
